,Unnamed: 0,Composer,Number_of_Pitches,Number_of_Common_Pitches,Range,Dominant_Spread,Strong_Tonal_Centres,Pitch_Variability,Pitch_Skewness,Pitch_Kurtosis,Most_Common_Melodic_Interval,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Vertical_Dissonance_Ratio,Non-Standard_Chords,Complex_Chords,Initial_Time_Signature_0,Initial_Time_Signature_1,Metrical_Diversity,Mean_Rhythmic_Value,Rhythmic_Value_Variability,Complete_Rests_Fraction,Rhythmic_Variability_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Note_Density,Note_Density_Variability,Strongest_Rhythmic_Pulse,Rhythmic_Variability,Polyrhythms,Number_of_Pitched_Instruments,Voice_Equality_-_Number_of_Notes,Parallel_Motion,Similar_Motion,Contrary_Motion,Oblique_Motion,Average_Note_to_Note_Change_in_Dynamics
44,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv186_(mccloskey).mid,5.0,31.0,1.0,43.0,7.0,2.0,8.968,-0.6916,5.627999999999999,2.0,0.2283,0.08504,0.252,0.6772,0.4871,1.804,4.413,4.717,0.1056,0.1737,0.0,4.0,4.0,1.0,0.7347,0.8112,0.07376,0.025519999999999998,0.2,5.806,2.2880000000000003,49.0,0.026639999999999997,0.3333,3.0,53.48,0.04036,0.1927,0.1354,0.6315,0.0
45,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv187_(mccloskey).mid,5.0,32.0,1.0,41.0,7.0,2.0,7.676,-0.09518,5.626,2.0,0.1967,0.09557,0.2853,0.759,0.4686,2.003,4.353,5.56,0.1308,0.2165,0.0,4.0,4.0,1.0,0.627,0.6246,0.03888,0.02532,0.2,4.03,1.301,55.0,0.04029,0.5,2.0,0.0,0.047830000000000004,0.1391,0.1391,0.6739,0.0
46,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv188_(mccloskey).mid,5.0,41.0,1.0,48.0,6.0,2.0,8.779,0.2384,5.954,2.0,0.3105,0.09427,0.2455,0.5914,0.5123,1.733,5.433,4.975,0.1306,0.2192,0.0,4.0,2.0,1.0,1.3319999999999999,0.9745,0.0001771,0.03589,0.4,6.531000000000001,2.309,44.0,0.02847,0.375,1.0,305.6,0.04849,0.1393,0.1432,0.669,0.06489
47,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv189_(mccloskey).mid,5.0,32.0,1.0,45.0,6.0,3.0,9.097000000000001,-0.5552,5.922999999999999,2.0,0.2399,0.06794,0.2569,0.6815,0.5285,1.837,4.8580000000000005,4.783,0.1071,0.1647,0.0,4.0,4.0,1.0,0.6714,0.7984,0.04819,0.025580000000000002,0.2,5.01,1.722,68.0,0.03545,0.4,5.0,36.29,0.024669999999999997,0.1464,0.1234,0.7056,0.0
48,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv198_(mccloskey).mid,5.0,27.0,4.0,34.0,6.0,3.0,5.142,-0.6643,6.59,2.0,0.1849,0.09247000000000001,0.3312,0.7548,0.4763,1.954,4.255,4.21,0.1574,0.2752,0.0,4.0,2.0,1.0,1.2009999999999998,1.103,0.03846,0.03324,0.4,4.284,1.379,57.0,0.03678,0.5,1.0,108.9,0.0346,0.09226000000000001,0.1005,0.7727,0.0
49,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv199_(mccloskey).mid,5.0,30.0,1.0,37.0,7.0,2.0,7.632000000000001,-0.8333,5.763999999999999,2.0,0.1613,0.08746,0.2711,0.7852,0.4995,2.041,4.441,4.657,0.1384,0.2614,0.0,4.0,2.0,1.0,1.521,1.162,0.001042,0.03549,0.6667,4.878,1.249,68.0,0.0349,0.6667,1.0,88.09,0.03966,0.09915,0.1296,0.7316,0.0
50,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv200_(mccloskey).mid,5.0,36.0,1.0,45.0,7.0,2.0,8.699,-0.5444,5.995,2.0,0.1934,0.09898,0.2594,0.7327,0.4886,1.9180000000000001,4.707,4.658,0.1146,0.20800000000000002,0.0,4.0,2.0,1.0,1.709,1.314,0.004545,0.03572,0.4,4.984,1.538,75.0,0.03259,0.3333,1.0,58.21,0.047580000000000004,0.1115,0.1193,0.7215,0.0
51,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv202_(mccloskey).mid,5.0,26.0,2.0,38.0,7.0,2.0,7.996,-0.161,5.707000000000001,2.0,0.2317,0.1079,0.2222,0.6857,0.5623,2.051,5.022,4.822,0.07929,0.1108,0.0,1.0,4.0,2.0,0.6979,0.7144,0.1234,0.02853,0.6,5.957999999999999,2.7230000000000003,99.0,0.02962,0.4,2.0,27.78,0.06404,0.1626,0.165,0.6084,0.0
52,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv206_(mccloskey).mid,5.0,33.0,1.0,40.0,4.0,2.0,8.281,0.0008708,5.925,2.0,0.2257,0.1117,0.3107,0.7087,0.4863,2.0,4.497,4.543,0.1554,0.2646,0.0,4.0,2.0,1.0,1.82,1.3,0.0,0.03612,0.6667,4.453,1.113,75.0,0.033260000000000005,0.6667,1.0,31.8,0.04065,0.06341000000000001,0.1252,0.7707,0.0
53,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv211_(mccloskey).mid,5.0,31.0,1.0,38.0,4.0,2.0,8.22,0.0,5.729,2.0,0.1682,0.05924,0.3009,0.7607,0.4861,1.796,4.032,4.314,0.1453,0.3156,0.0,4.0,2.0,1.0,1.381,1.012,0.023809999999999998,0.03462,0.4,5.2829999999999995,2.239,63.0,0.03462,0.4,1.0,38.44,0.06827000000000001,0.09505,0.1499,0.6867,0.0
54,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv217_(mccloskey).mid,5.0,26.0,2.0,38.0,6.0,2.0,7.312,-0.2267,5.822,2.0,0.2057,0.1135,0.2553,0.7589,0.46399999999999997,1.923,4.177,4.408,0.141,0.2904,0.0,3.0,2.0,1.0,1.7169999999999999,1.079,0.05797000000000001,0.04272,0.6667,5.147,2.127,75.0,0.041569999999999996,0.6667,1.0,12.87,0.06697,0.1062,0.1547,0.6721,0.0
55,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv218_(mccloskey).mid,5.0,50.0,1.0,55.0,6.0,2.0,8.719,-0.4237,5.856,2.0,0.3409,0.1222,0.2519,0.5707,0.5358,1.5419999999999998,4.5760000000000005,4.502,0.1368,0.2408,0.0,3.0,2.0,1.0,1.143,1.047,0.007384,0.03348,0.4,4.99,1.5959999999999999,57.0,0.03713,0.5,1.0,588.8,0.04415,0.09068,0.10400000000000001,0.7611,0.1382
56,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv220_(c)mccoy.mid,5.0,34.0,2.0,41.0,6.0,3.0,7.437,-0.05851,5.861000000000001,2.0,0.3151,0.04697,0.2114,0.5401,0.5236,2.012,7.157,4.646,0.09713,0.2926,0.0,4.0,4.0,1.0,0.9134,0.9438,0.025,0.0281,0.6,5.457999999999999,1.849,60.0,0.03854,0.6667,4.0,67.61,0.0339,0.1158,0.1624,0.6879,0.0
57,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv220_(mccloskey).mid,5.0,34.0,0.0,41.0,6.0,3.0,8.565,-0.1086,5.504,2.0,0.2823,0.1138,0.2823,0.6389,0.4864,1.808,4.5360000000000005,4.614,0.1223,0.2808,0.0,4.0,2.0,1.0,1.682,1.125,0.025,0.038669999999999996,0.6667,5.666,1.989,45.0,0.03168,0.75,1.0,28.74,0.03659,0.1052,0.154,0.7043,0.0
58,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv221_(mccloskey).mid,5.0,43.0,0.0,48.0,6.0,2.0,8.652000000000001,-0.3795,5.898,2.0,0.2554,0.05977999999999999,0.2908,0.659,0.5332,1.85,5.38,5.3660000000000005,0.1673,0.2697,0.0,4.0,2.0,1.0,1.053,0.8652,0.03125,0.03465,0.6,6.022,1.6669999999999998,125.0,0.03465,0.2,1.0,61.57,0.06343,0.10800000000000001,0.1417,0.6868,0.0
59,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv222_(mccloskey).mid,5.0,32.0,1.0,39.0,3.0,2.0,8.566,-0.2408,5.59,2.0,0.2802,0.09816,0.2658,0.636,0.4875,1.764,4.316,4.526,0.09537999999999999,0.1911,0.0,4.0,2.0,1.0,2.241,1.2690000000000001,0.034089999999999995,0.043539999999999995,1.0,4.505,1.528,49.0,0.03652,1.0,1.0,25.55,0.03443,0.1174,0.1643,0.6839,0.0
60,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv223_(c)mccoy.mid,5.0,45.0,0.0,58.0,7.0,2.0,9.161,-0.324,5.659,2.0,0.3118,0.0066170000000000005,0.1724,0.4441,0.4788,2.1319999999999997,13.63,5.316,0.1115,0.1901,0.0,6.0,4.0,5.0,0.862,1.125,0.1116,0.02976,0.6,8.488,3.864,50.0,0.026930000000000003,0.5,9.0,805.7,0.05679,0.1526,0.1334,0.6572,0.0
61,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/buxwv224_(mccloskey).mid,5.0,32.0,2.0,38.0,6.0,2.0,7.747999999999999,-0.3035,5.91,2.0,0.1884,0.06991,0.2918,0.7447,0.5065,2.082,4.728,5.665,0.09978,0.1752,0.0,3.0,2.0,1.0,1.56,1.464,0.07321,0.04187,0.6667,4.961,1.4669999999999999,96.0,0.034960000000000005,0.75,2.0,0.0,0.034230000000000003,0.1076,0.1589,0.6993,0.1411
62,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/dies_sind_die_heiligen_(mccloskey).mid,5.0,21.0,4.0,26.0,6.0,1.0,5.707999999999999,0.1924,5.553,2.0,0.2123,0.1676,0.2793,0.6983,0.4832,2.258,4.864,4.401,0.1432,0.275,0.0,4.0,4.0,1.0,0.8743,0.4767,0.09091,0.03452,0.6,3.605,1.551,52.0,0.05555,1.0,1.0,7.4110000000000005,0.06047,0.1163,0.1535,0.6698,0.0
63,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/gelobet_seist_du_(mccloskey).mid,5.0,25.0,2.0,33.0,6.0,2.0,7.7410000000000005,-0.5466,5.593,2.0,0.2722,0.1479,0.2249,0.645,0.5139,2.286,5.46,5.127000000000001,0.1131,0.2439,0.0,2.0,4.0,1.0,0.948,0.4415,0.06817999999999999,0.03816,0.6,5.308,2.08,81.0,0.04369,0.5,1.0,4.787,0.05019,0.2355,0.2201,0.4942,0.0
64,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/lobt_gott_ihr_christen_(mccloskey).mid,5.0,24.0,2.0,33.0,6.0,2.0,7.2620000000000005,0.2907,5.808,2.0,0.2811,0.1514,0.2432,0.6703,0.4522,2.379,5.5,4.4510000000000005,0.1312,0.2313,0.0,2.0,4.0,1.0,0.8466,0.5243,0.09091,0.034960000000000005,0.6,4.439,2.062,62.0,0.04622,0.6667,1.0,4.1930000000000005,0.07391,0.1652,0.1957,0.5652,0.0
65,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/meine_seele_erhebt_(mccloskey).mid,5.0,29.0,4.0,38.0,6.0,2.0,9.172,-0.7231,5.591,2.0,0.3415,0.161,0.1902,0.5659,0.5291,2.072,5.735,5.1339999999999995,0.1032,0.2159,0.0,4.0,4.0,1.0,1.694,1.011,0.04167,0.04555,0.6667,3.193,1.709,44.0,0.05587,1.0,1.0,4.787,0.08756,0.1659,0.212,0.5346,0.0
66,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/o_mensch_bewein_(mccloskey).mid,5.0,32.0,1.0,36.0,6.0,2.0,8.132,-0.4572,5.531000000000001,2.0,0.2478,0.1096,0.2588,0.6579,0.4754,1.99,5.083,5.0489999999999995,0.1647,0.1875,0.0,4.0,4.0,1.0,0.8348,0.3572,0.0303,0.033889999999999997,0.6,4.027,0.8812,52.0,0.05463,1.0,1.0,12.03,0.035039999999999995,0.1802,0.2103,0.5745,0.0
67,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/verleih_uns_frieden_(mccloskey).mid,5.0,31.0,0.0,39.0,6.0,2.0,8.102,-0.05235,5.3260000000000005,2.0,0.2411,0.1405,0.2579,0.6876,0.478,1.943,4.521,4.542,0.09881000000000001,0.1638,0.0,4.0,4.0,1.0,0.9761,0.7276,0.08202999999999999,0.03422,0.6,3.883,1.93,62.0,0.04537,0.6667,1.0,11.44,0.07028999999999999,0.1485,0.2507,0.5305,0.0
68,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/wachet_auf_ruft_(mccloskey).mid,5.0,32.0,2.0,47.0,6.0,2.0,11.25,0.3131,5.6129999999999995,2.0,0.3058,0.1439,0.205,0.5647,0.4832,1.9669999999999999,5.372000000000001,5.034,0.1157,0.1894,0.0,4.0,4.0,1.0,1.8719999999999999,0.9035,0.08333,0.0475,0.6667,3.133,0.7982,48.0,0.05778,1.0,1.0,8.386000000000001,0.03865,0.2222,0.2029,0.5362,0.0
69,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/waer_gott_nicht_mit_uns_(mccloskey).mid,5.0,32.0,2.0,36.0,7.0,2.0,8.501,-0.43200000000000005,5.28,2.0,0.2007,0.07895,0.2763,0.7303,0.475,2.569,6.495,5.446000000000001,0.1379,0.2237,0.0,4.0,4.0,1.0,0.7403,0.3124,0.05,0.03418,0.6,4.449,1.227,52.0,0.05476,1.0,1.0,5.292000000000001,0.055439999999999996,0.1992,0.2731,0.4723,0.0
70,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/wenn_wir_in_hoechsten_(mccloskey).mid,5.0,24.0,2.0,31.0,6.0,2.0,7.63,-0.5314,5.518,2.0,0.264,0.1011,0.264,0.6629,0.4562,1.9280000000000002,4.904,5.084,0.1294,0.2436,0.0,4.0,4.0,1.0,0.8571,0.5284,0.025,0.03383,0.6,3.3369999999999997,0.7331,44.0,0.05295,1.0,1.0,7.141,0.04403,0.2201,0.217,0.5189,0.0
71,/Users/huanzhang/01Acdemics/College/2020Spring/10701_IntroToML/Project/New Data Selection/buxtehude_(c)contributors-kunstderfuge/wo_soll_ich_fliehen_hin_(mccloskey).mid,5.0,25.0,1.0,34.0,6.0,2.0,7.852,-0.07526000000000001,5.379,2.0,0.299,0.1804,0.23199999999999998,0.6443,0.478,2.208,4.792,4.687,0.09346,0.1327,0.0,2.0,4.0,1.0,0.9899,0.5277,0.02,0.037989999999999996,0.75,3.762,0.9627,57.0,0.0621,1.0,1.0,6.351,0.08753999999999999,0.2155,0.2222,0.4747,0.0
